erosion,cache_hit,hazard,price_multiplier,scenario,irr_annual,payback_month,end_equity_usd,end_equity_going_concern_usd,end_equity_after_tail_usd,peak_capital_usd,end_nodes
0.3305167696777431,0.865078585241544,0.008506227224965269,0.8216144574156198,悲观,,,-535638.8050322162,-551038.5600011639,-535638.8050322162,132514.6870444808,1
0.2688960372159247,0.717496108121362,0.021485565867297544,0.890797845714753,乐观,0.025859317719255426,22.0,144420.29741004526,7479.592136297491,-217748.27410133943,265029.3740889616,2
0.04309637838235863,0.8698428428330259,0.01075534977237202,0.6149650224704719,中性,,,-23534.310654670706,-38934.065623618284,-23534.310654670706,132514.6870444808,1
0.1483689135449755,0.8491495383517792,0.025206286801607546,0.7268555571290861,乐观,,,80299.83104369474,-30440.71744529318,-505907.2754453607,265029.3740889616,2
0.11636713525604746,0.7736137110156115,0.011399127264190068,0.9744174280195853,悲观,,,-343052.26666808856,-358452.0216370361,-343052.26666808856,132514.6870444808,1
0.017964247756931596,0.7544232944007291,0.029809389101395925,0.9566709065019656,中性,0.07481189363469198,28.0,161880.40135381086,688265.8507444023,-341569.47858748096,265029.3740889616,2
0.35631699635140995,0.8644271935274872,0.017971459009661225,0.7263716207323172,乐观,,,-131828.2594543715,-147228.01442331908,-131828.2594543715,132514.6870444808,1
0.26466450526710444,0.7396778549296904,0.007361666701537882,0.8987158445396104,中性,,,-36128.194896809735,-51527.94986575731,-36128.194896809735,132514.6870444808,1
0.3747252602135117,0.7078329380013644,0.00806894831028715,0.9324450688499625,悲观,,,-515045.0458938311,-530444.8008627787,-515045.0458938311,132514.6870444808,1
0.07170732326309563,0.7938518699650025,0.02686405102093661,0.6785738662858293,中性,,,38915.100006352855,23515.34503740528,38915.100006352855,132514.6870444808,1
0.31096193529647104,0.8832383422546322,0.017518529655058557,0.6575590010205002,悲观,,,-567700.9380439102,-583100.6930128578,-567700.9380439102,132514.6870444808,1
0.0918624119995421,0.6816373322687651,0.021941466840321437,0.6487330018514125,中性,,,19633.469875811406,4233.714906863832,19633.469875811406,132514.6870444808,1
0.2777049742571546,0.7894679862130166,0.00999439129150144,0.9216498104729051,中性,,,-58278.308272485585,-73678.06324143316,-58278.308272485585,132514.6870444808,1
0.2955936015662167,0.6814538603737552,0.008093845091258614,0.9710250204026031,中性,,,-14291.76426826491,-29691.519237212484,-14291.76426826491,132514.6870444808,1
0.12037947671237591,0.767260170884368,0.02157160531908956,0.982249302818788,中性,,,59235.52039106826,255598.09101308603,-510747.8759887976,265029.3740889616,2
0.3699233717248109,0.6559662779327016,0.018879951058170617,0.853590044672434,悲观,,,-525467.0165541281,-540866.7715230758,-525467.0165541281,132514.6870444808,1
0.056135838825565054,0.750587436635913,0.02915579780357954,0.8384170212937492,乐观,1.4286114891593646,16.0,490360.8976523295,1204169.5906527396,-785928.2704996158,530058.7481779231,4
0.3217443662451883,0.7621715843732699,0.024619086231304686,0.6071347135907951,悲观,,,-572769.2928625632,-588169.0478315108,-572769.2928625632,132514.6870444808,1
0.33177144595309455,0.8412361011980388,0.010816018549160842,0.8123078362396214,中性,,,-226044.21632929193,-241443.9712982395,-226044.21632929193,132514.6870444808,1
0.3470955815104045,0.7947457177612942,0.01531428923184201,0.7496736173628731,中性,,,-269636.8255184806,-285036.5804874282,-269636.8255184806,132514.6870444808,1
0.26077241023198966,0.858197751620558,0.016347422051907493,0.6991358251805433,悲观,,,-533806.7121499834,-549206.467118931,-533806.7121499834,132514.6870444808,1
0.2984057120973786,0.8459765032217386,0.007631951996353124,0.6266235427820712,中性,,,-307746.54340694915,-323146.2983758967,-307746.54340694915,132514.6870444808,1
0.05846929767707931,0.847919405709522,0.01275836684810186,0.6575487731884571,乐观,0.1447490091222019,31.0,178994.53290214413,255349.8910174459,-341337.80483584787,265029.3740889616,2
0.06621268909411127,0.7183328197611045,0.008840334879801466,0.646196025466142,悲观,,,-436453.58398894145,-451853.338957889,-436453.58398894145,132514.6870444808,1
0.022158163665704046,0.6919139530246047,0.006334548315679384,0.8364575264443885,中性,,,110729.6780906589,569762.8368593529,-442867.7710789254,265029.3740889616,2
0.1574521827328113,0.7263178632684919,0.017613155925555752,0.9500019768938435,乐观,1.2893674299554818,15.0,327303.51402158936,541820.2744059315,-929962.0781148877,530058.7481779231,4
0.01739002480511678,0.6935596183031658,0.0109186217776099,0.6997550303328848,中性,,,98586.29818127298,481060.0478117389,-566361.4697694781,265029.3740889616,1
0.16650497028127692,0.6618209887826226,0.014340353461489288,0.8095011794870549,悲观,,,-422226.338920155,-437626.0938891026,-422226.338920155,132514.6870444808,1
0.3333834215154239,0.662470847951625,0.02812104672545155,0.6396452566319502,乐观,,,-111455.13464903543,-126854.889617983,-111455.13464903543,132514.6870444808,1
0.36106125757104685,0.8850969633407823,0.02505064700683984,0.9117910163085315,中性,,,-220182.8447072712,-235582.5996762188,-220182.8447072712,132514.6870444808,1
0.31159854183125163,0.6822925300191554,0.01840170089869093,0.8056891480761658,乐观,,,75585.5156383713,60185.76066942373,75585.5156383713,132514.6870444808,1
0.18511974623740635,0.7424214790640848,0.020989081780927753,0.7065853270003384,悲观,,,-480682.77788041293,-496082.5328493605,-480682.77788041293,132514.6870444808,1
0.19115090960949832,0.7500534484627724,0.010814248513221842,0.7470047240460512,中性,,,-51197.839625392044,-66597.59459433962,-51197.839625392044,132514.6870444808,1
0.13099822576501818,0.741071379134463,0.022143583636398633,0.7187505898285141,乐观,0.26673953810915196,26.0,219656.12462154758,209671.6922150101,-214558.7113143631,265029.3740889616,2
0.36653920781527116,0.7654185027920188,0.013209030125117219,0.8141739159320013,乐观,,,-35920.53119799439,-51320.286166941965,-35920.53119799439,132514.6870444808,1
0.26103493622404084,0.8430540387072986,0.018318056901643502,0.8531670517070482,中性,,,-102884.69107265546,-118284.44604160303,-102884.69107265546,132514.6870444808,1
0.29395726492411633,0.6985771023501725,0.022369953220462455,0.9442876273303576,悲观,,,-464229.2714793177,-479629.02644826524,-464229.2714793177,132514.6870444808,1
0.24575189621676793,0.6728229795751843,0.02314289070678567,0.6337972875294081,乐观,,,1320.1141565494981,-14079.640812398076,1320.1141565494981,132514.6870444808,1
0.05496317201512087,0.8801312590181793,0.025022104402127415,0.8374728017865416,乐观,1.0950580996660384,18.0,348603.0372200913,960943.3437652591,-1000481.6772197245,530058.7481779231,4
0.31804593559323435,0.8770464950761593,0.01133458384597968,0.8360303581433237,悲观,,,-527924.1587841128,-543323.9137530604,-527924.1587841128,132514.6870444808,1
0.24646628000964854,0.6911099129822693,0.019123765286811045,0.8289722056135399,中性,,,-45183.44020478147,-60583.19517372905,-45183.44020478147,132514.6870444808,1
0.20905271020524913,0.8333416136015811,0.024981117912801665,0.7968612862301716,中性,,,-66010.89633224046,-81410.65130118803,-66010.89633224046,132514.6870444808,1
0.37249449427604076,0.6787360612402695,0.007927589147502762,0.6350836047643074,中性,,,-341304.70450710267,-356704.4594760502,-341304.70450710267,132514.6870444808,1
0.1674433203161518,0.8358371398740424,0.021780785332714814,0.7334551033312953,乐观,,,168508.37482154166,153108.61985259407,168508.37482154166,132514.6870444808,1
0.30501285882826096,0.7149283858184422,0.01410480044430135,0.7257759920817052,悲观,,,-531075.2469734269,-546475.0019423745,-531075.2469734269,132514.6870444808,1
