month,phase,nodes,pending_nodes,ordered,binding_constraint,cash_ok,demand_ok,supply_ok,demand_equiv_nodes,utilization,revenue_usd,out_tokens,in_tokens,rent_usd,opex_usd,ebt_usd,tax_usd,net_income_usd,cash_in_usd,cash_usd,deposits_usd,equity_usd,survival_prob,expected_net_income_usd,price_index,ar_balance_usd,capital_employed_usd
45,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,80640.86531146042,44171.56234816026,124812.42765962068,0.6361854860638709,-318.09274303193547,0.4330992695052552,0.0,44171.56234816026
46,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,80140.86531146042,44171.56234816026,124312.42765962068,0.6298236312032323,-314.9118156016161,0.4251200780518251,0.0,44171.56234816026
47,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,79640.86531146042,44171.56234816026,123812.42765962068,0.6235253948912,-311.7626974456,0.41728789099376895,0.0,44171.56234816026
48,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,79140.86531146042,44171.56234816026,123312.42765962068,0.617290140942288,-308.645070471144,0.4096000000000001,0.0,44171.56234816026
49,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,78640.86531146042,44171.56234816026,122812.42765962068,0.6111172395328651,-305.55861976643257,0.4020537466362888,0.0,44171.56234816026
50,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,78140.86531146042,44171.56234816026,122312.42765962068,0.6050060671375365,-302.5030335687682,0.3946465214459889,0.0,44171.56234816026
51,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,77640.86531146042,44171.56234816026,121812.42765962068,0.5989560064661611,-299.4780032330805,0.3873757630477009,0.0,44171.56234816026
52,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,77140.86531146042,44171.56234816026,121312.42765962068,0.5929664464014994,-296.4832232007497,0.380238957249559,0.0,44171.56234816026
53,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,76640.86531146042,44171.56234816026,120812.42765962068,0.5870367819374844,-293.5183909687422,0.37323363617983585,0.0,44171.56234816026
54,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,76140.86531146042,44171.56234816026,120312.42765962068,0.5811664141181095,-290.58320705905476,0.3663573774335656,0.0,44171.56234816026
55,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,75640.86531146042,44171.56234816026,119812.42765962068,0.5753547499769285,-287.67737498846424,0.35960780323488767,0.0,44171.56234816026
56,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,75140.86531146042,44171.56234816026,119312.42765962068,0.5696012024771592,-284.8006012385796,0.3529825796148239,0.0,44171.56234816026
57,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,74640.86531146042,44171.56234816026,118812.42765962068,0.5639051904523876,-281.9525952261938,0.34647941560420414,0.0,44171.56234816026
58,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,74140.86531146042,44171.56234816026,118312.42765962068,0.5582661385478638,-279.1330692739319,0.3400960624414601,0.0,44171.56234816026
59,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,73640.86531146042,44171.56234816026,117812.42765962068,0.5526834771623851,-276.34173858119254,0.3338303127950152,0.0,44171.56234816026
60,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,73140.86531146042,44171.56234816026,117312.42765962068,0.5471566423907612,-273.5783211953806,0.3276800000000001,0.0,44171.56234816026
61,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,72640.86531146042,44171.56234816026,116812.42765962068,0.5416850759668536,-270.8425379834268,0.32164299730903106,0.0,44171.56234816026
62,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,72140.86531146042,44171.56234816026,116312.42765962068,0.536268225207185,-268.1341126035925,0.31571721715679113,0.0,44171.56234816026
63,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,71640.86531146042,44171.56234816026,115812.42765962068,0.5309055429551132,-265.4527714775566,0.30990061043816075,0.0,44171.56234816026
64,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,71140.86531146042,44171.56234816026,115312.42765962068,0.525596487525562,-262.798243762781,0.30419116579964717,0.0,44171.56234816026
65,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,70640.86531146042,44171.56234816026,114812.42765962068,0.5203405226503064,-260.1702613251532,0.2985869089438687,0.0,44171.56234816026
66,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,70140.86531146042,44171.56234816026,114312.42765962068,0.5151371174238033,-257.56855871190163,0.2930859019468525,0.0,44171.56234816026
67,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,69640.86531146042,44171.56234816026,113812.42765962068,0.5099857462495653,-254.99287312478265,0.28768624258791015,0.0,44171.56234816026
68,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,69140.86531146042,44171.56234816026,113312.42765962068,0.5048858887870696,-252.44294439353482,0.28238606369185915,0.0,44171.56234816026
69,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,68640.86531146042,44171.56234816026,112812.42765962068,0.4998370298991989,-249.91851494959946,0.2771835324833633,0.0,44171.56234816026
70,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,68140.86531146042,44171.56234816026,112312.42765962068,0.49483865960020695,-247.41932980010347,0.2720768499531681,0.0,44171.56234816026
71,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,67640.86531146042,44171.56234816026,111812.42765962068,0.4898902730042049,-244.94513650210246,0.26706425023601216,0.0,44171.56234816026
72,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,67140.86531146042,44171.56234816026,111312.42765962068,0.48499137027416284,-242.4956851370814,0.2621440000000001,0.0,44171.56234816026
73,runoff,0,0,0,资金,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,500.0,-500.0,0.0,-500.0,0.0,66640.86531146042,44171.56234816026,110812.42765962068,0.4801414565714212,-240.0707282857106,0.2573143978472249,0.0,44171.56234816026
